weekday,time,show,date_scraped,songs_played
Thursday,8am - 9am,Local Music Mix,2022-02-11,"{'Cactus Lee': 'Dave Saves', 'Sara Hickman with Kristin DeWitt': 'The Train Song', 'Austin Lounge Lizards': 'Strange Noises in the Dark', 'Broken Gold': 'Ambulance Faces', 'Dead Animal': 'Praise to the Queen', 'David Rovics': 'Free Abu Sakha', 'Candace Bellamy': 'Skies Are Grey', 'Gary Graves with Ravner Salinas': 'Love is a Dangerous Thing', 'Bee vs. Moth': 'Ugly is the New Black', 'Dwarf Nebula': ""Comin' Around"", 'fortune my foe': 'Lachrimae Pavan', 'Ghosts Along The Brazos': 'Los Brazos de Dios', 'Opposite Day': 'Day Of The Triffids', 'Why Bonnie': 'Voice Box', 'Potential Johns': ""Why'd You Walk Away"", 'Prima Donnas': 'Headfull of Pills', 'Riverboat Gamblers': 'Ice Water', 'Radioactivity': 'World of Pleasure', 'Rod Moag': 'Eight More Miles To Louisville', 'Ramsay Midwood': 'Maybelline Grease', 'Semihelix': 'Only to go on', 'Stop Motion Orchestra': 'Way To Sarov', 'Teri Joyce': 'Kitchen Radio', 'The Bellfuries': 'You Must Be A Loser', 'The Sword': 'Eyes Of The Stormwitch', 'Tony Harrison': 'Baby That Would Sure Go Good', 'Walter Hyatt': 'Teach Me About Love', 'Willie Nelson': ""I'd Have To Be Crazy"", 'Alex Coke': 'Thank You Tony', 'Daniel Johnston': 'True Love Will Find You In The End', 'Holy Wave': ""I'm Not Living in the Past Anymore"", 'Danny & The Nightmares': 'Haunted House', 'Rosie Flores': 'Tremolo', 'The Semi': 'Modulars', 'Hunt Sales Memorial': 'One Day', 'Fee Lion': 'On Me', 'Freddie Steady Krc with Bill Browder': ""You're No Good for Me"", 'Chandra Washington': 'spontaneous vocal improvisation', 'Gina Chavez': 'Miles de Millas', 'Living Grateful': 'Brownstone Gals', 'Hamerzya': ""London '79"", 'Lucid Dementia': 'When The World Leaves You Behind', 'DAYEATER': 'Plastic Ratt', 'Mirror Travel': 'Mexico', 'Mr.Kitty': 'Not Dead Yet', 'New Neon': 'New Pulse', 'Kat Edmonson': 'One Fine Day', 'Akina Adderley & The Vintage Playboys': 'Hypnotized', 'Two High String Band': 'Hello City Limits', 'Harlem': 'Cloud Pleaser', 'Buttercup': 'National Spelling Bee Contest', 'Rescue Mission': 'My Neon Lover', 'Rio Waves': ""Don't Let Me Go"", 'Shapes Have Fangs': 'Rattle and Confuse Me', 'Sin + Seraphim': 'Redemption', 'Naga Brujo': 'Chaodyssey', 'SINE': 'Love High', 'Amanda Pascali': 'Tarantella Avion', 'Tameca Jones': 'Hot And Bothered', 'Carrie Elkins & Danny Schmidt': 'Proposal Song', 'Single Lash': 'Frozen Honey', 'George Kinney': 'When You Cry', 'Grace Pettis': 'Abilene', 'Don Diego Trio': 'Suspicious', 'James Hand': 'Just an Old Man with an Old Song', 'Temple of Angels': 'Cerise Dream', 'The Nimbus': 'Fever', 'Bill Callahan': 'If You Could Touch Her At All', 'Blastfamous USA': 'Not Your City', 'Honky': ""Baby Don't Slow Down"", 'Glass Eye': 'Endless Day', 'Spray Paint': 'Fleshy Boy', 'Marijuana Sweet Tooth': 'Utopia, TX', 'UtinUtin': 'Your House', 'WE Are The Asteroid': 'Trilogy', ""Uncle Walt's Band"": ""Don't You Think I Feel It Too"", 'The Octopus Project': ""Bees Bein' Strugglin'"", 'Bo Bud Greene': 'Flaw', 'Chronophage': 'Not to Dream Again', 'Townes Van Zandt': 'Fare Thee Well, Miss Carousel', 'Emora': 'The Seed', 'Espectrostatic': 'Escape from Witchtropolis', 'Excercise': 'Information', 'Explosives': 'A Girl Like You', 'Hi, Gene!': 'Grapeland', ""Nick Garza's Get Along"": 'Muchacha', 'Brian Scartocci': 'Sweet Funky Nonsense', 'The Sun Machine': 'Sound Of Dissent', 'Eddie Spaghetti': 'Empty', 'Inhalants': 'It Was Hyper Real', 'Indrajit': 'Afternoon Raga', 'Guy Forsyth': ""She's Crazy Now"", 'Emjae Ross and Bill Blue Bushey': 'Around the World Blues', 'Jason Roberts and Rick McRae': 'I Hear You Talkin’', 'Black Ladder': 'Magic Doctor', 'Blushing': 'Control', 'Butthole Surfers': 'I Saw an X', 'Crocodile': 'I Was Dreaming', 'Del Castillo': 'Brotherhood', 'Grupo Fantasma': 'Arroz Con Frijoles', 'Future Clouds & Radar': 'Backseat Silver Jet Sighter', 'Jeff Hughes & Chaparral': 'Just Like Heaven', 'Sunray Project': 'Yellam Aliparre', 'The Aaron Clift Experiment': 'Kissed By The Sun', 'Thirteen Of Everything': 'Life Is Change', 'Pelvis Wrestley': 'Susanna', 'Bad Boy Croy': 'Family Man', 'Caleb de Casper': 'Elephants', 'Pork': 'Grand Slam Baby', 'Rocket 808': 'Rocket 808', 'Little Mazarn': 'My Love Is All Around You', 'Sam Pankey, Daniel Dufour, Damian Garcia': '501', 'Dana Cooper': 'Harry Truman Built a Road', 'John Lilly': 'In Time', 'Ian McDougal of Broken Gold': 'Turning Blue', ""Hot Pickin' 57s"": 'Back in the Day', 'John Schooley and Walter Daniels': 'Dead Mall Blues', 'Wild Seeds': 'She Said', 'Graham Reynolds': 'Police Station', 'Charlie Belle': 'Six', 'Emme': 'Enjoy The Silence', 'Hovvdy': 'Mr. Lee', 'Jerry David DeCicca': 'Splendid Isolation', 'Kay Odyssey': 'Reach To You', 'Future Museums': 'Leaving the Vessel', 'Orange Mothers': 'Family Affair', 'Brandon DeMaris': 'Family', 'Aimee Bobruk': 'A Day In The Life', 'Hot Club of Cowtown': 'Sleep', 'Origami Ghosts': 'Keeper Sutherland', 'Ringo Deathstarr': 'Cotton Candy Clouds', 'Sixteen Deluxe': 'Hit It', 'Kalu and the Electric Joint': 'Can of Invisible Paint', 'Jonathan Edwards': 'Sunshine', 'Jon Hogan and Maria Moss': 'Leaky Tent', 'Spoon': 'Dismember', 'The 13th Floor Elevators': 'She Lives', 'Being Dead': 'Wild Man', 'Kris Schultz': 'Return Address', 'Twigs & Yarn': 'Lend A Hand', 'Crisman': 'Icee Blue', 'Amy Cook': 'Get It RIght', 'Suzanna Choffel': 'Archer', 'Crooks': 'River Road', 'Wine And Revolution': 'Trees', 'Butch Hancock': 'Chase', 'Lucinda Williams': 'Lonely girls', 'Keanu Reef': 'Central Texas Surf', 'Roky Erickson': 'Two Headed Dog', 'Sara Hickman': 'Tasty Sweet', 'Andrea Dawson': ""You Just Can't Get It Sittin' Down"", 'Joe King Carrasco': 'Pachuco Hop', 'Bob Schneider': 'Let The Light In', 'Michael Martin Murphey': ""Geronimo's Cadillac"", ""Mo' Debly"": 'Element', 'Jon Langford': ""Hell's Roof"", 'Jimmy LaFave': 'Desperate Men Do Desperate Things', 'My Exotic Other': 'My Exotic Other', 'Ronnie Lane': 'Kuschty Rye'}"
Thursday,9am - 11am,The Lonesome Stranger,2022-02-11,"{'The Carter Family': 'Xet Station Break, Introduction, Theme Song / The Wandering Boy', 'Hank Williams with his Drifting Cowboys': 'I Saw The Light', 'The Supernatural Family Band': ""Honky Tonkin'"", '2 Star Tabernacle featuring Andre Williams': ""Ramblin' Man"", 'Harry & Emmy': 'Starseeds', 'Emily Rose and the Rounders': 'Wildfire', 'Croy And The Boys': 'I Hate Everything', 'Hank Ballard': 'Sunday Morning Coming Down', 'The Space Lady': 'Ghost Riders in the Sky', 'The Blue Sky Boys': 'Turn Your Radio On', 'Hezekiah Jenkins': 'The Panic Is On', 'Range Rats': 'Vaya con Dios', 'Lorene Mann': 'Hide My Sin', 'The Buckets': 'Postmarked, Virginia', 'Country Squares': 'Lies', 'Eddy Arnold': 'Molly Darling', 'Margaret Whiting': 'Try Me One More Time', 'Paul Howard & His Cotton Pickers': 'Rootie Tootie', 'The York Brothers': 'Hamtramck Mama', 'Jimmy Wakely': 'Moon Over Montana', 'Bob Wills & His Texas Playboys': 'Whoa Babe', 'Adolph Hofner': 'We Played A Game', 'Curley Williams & His Georgia Peach Pickers': ""Fiddlin' Boogie"", 'Tennessee Ernie Ford & The Hometown Jamboree Band': 'Opening Theme', ""Tennessee Ernie Ford with Cliffie Stone's Orchestra"": 'Country Junction', 'Tennessee Ernie Ford and the Hometown Jamboree Band': 'Kiss Me Big', 'Tennessee Ernie Ford': 'The Blue Canadian Rockies', 'Tennessee Ernie Ford with Billy Liebert': 'Full Time Job', 'Tenessee Ernie Ford, Dean Martin': 'When The Ship Hit The Sand', 'Tennessee Ernie Ford with Cliffie Stone': 'Shot', 'Kay Starr, Tennessee Ernie Ford': ""I'll Never Be Free""}"
Thursday,12pm - 1pm,Passport To India,2022-02-11,"{'Lata Mangeshkar & Bhupinder': 'Naam Gum Jayega', 'Lata Mangeshkar': 'Satyam Shivam Sundaram', 'Lata Mangeshkar & Kavi Pradeep': 'Ae Mere Watan Ke Logon', 'Manna Dey': 'Sur Na Saje', 'Asha Bhonsale': 'Yeh Kya Jagah Hai Doston', 'Anuradha Paudwal': 'Tum Mujhe Yun Bhula Na Paoge'}"
Thursday,3pm - 4:30pm,Punk Melody Time,2022-02-11,"{'The Butts': ""I'm Getting Old"", 'No Picky': 'Amor Zombie', 'Family Computer': 'Bleed Out', 'Teenage Bigfoot': ""Toilin' Trouble"", 'Avenues': 'Supersonic', 'The Feeders': 'Are You With Me?', 'Los Pepes': 'Standard Procedure', 'Evening Shadows': 'Total Wate of Time', 'Rotten Mind': 'Drifter', 'Hakan': 'Just One Kiss', 'The Linda Lindas': 'Growing Up', 'The Sad Tomorrows': 'Long Vibration', 'Teenage Halloween': 'Floating', 'The Drolls': 'Bad Ear', 'Christian Blunds': 'Hyperblaster', 'Big, If True': 'Elon Musk is a Supervillain', 'The Copyrights': 'Before Midnight', 'Worst Advice': 'Brixton', 'Tower Crane Towers': 'The Breaks', 'The Mister t Experience': 'Weekend in Hogboro', 'Rexxx': 'Hit N Run', 'More Kicks': 'Born to Run', 'Neon Bone': 'Surrender to You', 'Menuju Utara': 'Coba Lagi Tahun Depan', 'Foolish 27': 'Zero', '77 Gianky Project': 'Tutto Puo Cambiare', 'The Lillingtons': 'The Only One', 'Death Kill Overdrive': 'Toxoplasmosis', 'Jimmy Vapid': 'Critical Excess', 'Steve Buscemi': 'Solo'}"
Thursday,4:30pm - 6pm,Small Cool World,2022-02-11,"{'The System': ""Don't Disturb This Groove"", ""Me'Shell Ndegeocello"": ""I'm Digging You"", 'Penny Penny': 'Zirimini', 'Blo': 'Beware', 'Ofo': 'Allah Wakkbar', 'Sonny Okosuns': 'Fire in Soweto', 'Herbie Hancock': 'Knee Deep', 'Funkadelic': '', 'Ellen Foley': 'Theatre of Cruelty', 'Roy Orbison': 'In Dreams', 'Deerhoof': 'Criminals of the Dream', 'Sleep': ""Nebuchadnezzar's Dream"", 'John Martyn': 'Dreams by the Sea', '.O.Rang': 'Moratorium', 'Bread': 'The Last Time', 'Frank Minion': 'So What', 'Carl Matthews': 'Sacred Word'}"
Thursday,7pm - Overnight,Local Music Mix,2022-02-11,"{'Cactus Lee': 'Dave Saves', 'Sara Hickman with Kristin DeWitt': 'The Train Song', 'Austin Lounge Lizards': 'Strange Noises in the Dark', 'Broken Gold': 'Ambulance Faces', 'Dead Animal': 'Praise to the Queen', 'David Rovics': 'Free Abu Sakha', 'Candace Bellamy': 'Skies Are Grey', 'Gary Graves with Ravner Salinas': 'Love is a Dangerous Thing', 'Bee vs. Moth': 'Ugly is the New Black', 'Dwarf Nebula': ""Comin' Around"", 'fortune my foe': 'Lachrimae Pavan', 'Ghosts Along The Brazos': 'Los Brazos de Dios', 'Opposite Day': 'Day Of The Triffids', 'Why Bonnie': 'Voice Box', 'Potential Johns': ""Why'd You Walk Away"", 'Prima Donnas': 'Headfull of Pills', 'Riverboat Gamblers': 'Ice Water', 'Radioactivity': 'World of Pleasure', 'Rod Moag': 'Eight More Miles To Louisville', 'Ramsay Midwood': 'Maybelline Grease', 'Semihelix': 'Only to go on', 'Stop Motion Orchestra': 'Way To Sarov', 'Teri Joyce': 'Kitchen Radio', 'The Bellfuries': 'You Must Be A Loser', 'The Sword': 'Eyes Of The Stormwitch', 'Tony Harrison': 'Baby That Would Sure Go Good', 'Walter Hyatt': 'Teach Me About Love', 'Willie Nelson': ""I'd Have To Be Crazy"", 'Alex Coke': 'Thank You Tony', 'Daniel Johnston': 'True Love Will Find You In The End', 'Holy Wave': ""I'm Not Living in the Past Anymore"", 'Danny & The Nightmares': 'Haunted House', 'Rosie Flores': 'Tremolo', 'The Semi': 'Modulars', 'Hunt Sales Memorial': 'One Day', 'Fee Lion': 'On Me', 'Freddie Steady Krc with Bill Browder': ""You're No Good for Me"", 'Chandra Washington': 'spontaneous vocal improvisation', 'Gina Chavez': 'Miles de Millas', 'Living Grateful': 'Brownstone Gals', 'Hamerzya': ""London '79"", 'Lucid Dementia': 'When The World Leaves You Behind', 'DAYEATER': 'Plastic Ratt', 'Mirror Travel': 'Mexico', 'Mr.Kitty': 'Not Dead Yet', 'New Neon': 'New Pulse', 'Kat Edmonson': 'One Fine Day', 'Akina Adderley & The Vintage Playboys': 'Hypnotized', 'Two High String Band': 'Hello City Limits', 'Harlem': 'Cloud Pleaser', 'Buttercup': 'National Spelling Bee Contest', 'Rescue Mission': 'My Neon Lover', 'Rio Waves': ""Don't Let Me Go"", 'Shapes Have Fangs': 'Rattle and Confuse Me', 'Sin + Seraphim': 'Redemption', 'Naga Brujo': 'Chaodyssey', 'SINE': 'Love High', 'Amanda Pascali': 'Tarantella Avion', 'Tameca Jones': 'Hot And Bothered', 'Carrie Elkins & Danny Schmidt': 'Proposal Song', 'Single Lash': 'Frozen Honey', 'George Kinney': 'When You Cry', 'Grace Pettis': 'Abilene', 'Don Diego Trio': 'Suspicious', 'James Hand': 'Just an Old Man with an Old Song', 'Temple of Angels': 'Cerise Dream', 'The Nimbus': 'Fever', 'Bill Callahan': 'If You Could Touch Her At All', 'Blastfamous USA': 'Not Your City', 'Honky': ""Baby Don't Slow Down"", 'Glass Eye': 'Endless Day', 'Spray Paint': 'Fleshy Boy', 'Marijuana Sweet Tooth': 'Utopia, TX', 'UtinUtin': 'Your House', 'WE Are The Asteroid': 'Trilogy', ""Uncle Walt's Band"": ""Don't You Think I Feel It Too"", 'The Octopus Project': ""Bees Bein' Strugglin'"", 'Bo Bud Greene': 'Flaw', 'Chronophage': 'Not to Dream Again', 'Townes Van Zandt': 'Fare Thee Well, Miss Carousel', 'Emora': 'The Seed', 'Espectrostatic': 'Escape from Witchtropolis', 'Excercise': 'Information', 'Explosives': 'A Girl Like You', 'Hi, Gene!': 'Grapeland', ""Nick Garza's Get Along"": 'Muchacha', 'Brian Scartocci': 'Sweet Funky Nonsense', 'The Sun Machine': 'Sound Of Dissent', 'Eddie Spaghetti': 'Empty', 'Inhalants': 'It Was Hyper Real', 'Indrajit': 'Afternoon Raga', 'Guy Forsyth': ""She's Crazy Now"", 'Emjae Ross and Bill Blue Bushey': 'Around the World Blues', 'Jason Roberts and Rick McRae': 'I Hear You Talkin’', 'Black Ladder': 'Magic Doctor', 'Blushing': 'Control', 'Butthole Surfers': 'I Saw an X', 'Crocodile': 'I Was Dreaming', 'Del Castillo': 'Brotherhood', 'Grupo Fantasma': 'Arroz Con Frijoles', 'Future Clouds & Radar': 'Backseat Silver Jet Sighter', 'Jeff Hughes & Chaparral': 'Just Like Heaven', 'Sunray Project': 'Yellam Aliparre', 'The Aaron Clift Experiment': 'Kissed By The Sun', 'Thirteen Of Everything': 'Life Is Change', 'Pelvis Wrestley': 'Susanna', 'Bad Boy Croy': 'Family Man', 'Caleb de Casper': 'Elephants', 'Pork': 'Grand Slam Baby', 'Rocket 808': 'Rocket 808', 'Little Mazarn': 'My Love Is All Around You', 'Sam Pankey, Daniel Dufour, Damian Garcia': '501', 'Dana Cooper': 'Harry Truman Built a Road', 'John Lilly': 'In Time', 'Ian McDougal of Broken Gold': 'Turning Blue', ""Hot Pickin' 57s"": 'Back in the Day', 'John Schooley and Walter Daniels': 'Dead Mall Blues', 'Wild Seeds': 'She Said', 'Graham Reynolds': 'Police Station', 'Charlie Belle': 'Six', 'Emme': 'Enjoy The Silence', 'Hovvdy': 'Mr. Lee', 'Jerry David DeCicca': 'Splendid Isolation', 'Kay Odyssey': 'Reach To You', 'Future Museums': 'Leaving the Vessel', 'Orange Mothers': 'Family Affair', 'Brandon DeMaris': 'Family', 'Aimee Bobruk': 'A Day In The Life', 'Hot Club of Cowtown': 'Sleep', 'Origami Ghosts': 'Keeper Sutherland', 'Ringo Deathstarr': 'Cotton Candy Clouds', 'Sixteen Deluxe': 'Hit It', 'Kalu and the Electric Joint': 'Can of Invisible Paint', 'Jonathan Edwards': 'Sunshine', 'Jon Hogan and Maria Moss': 'Leaky Tent', 'Spoon': 'Dismember', 'The 13th Floor Elevators': 'She Lives', 'Being Dead': 'Wild Man', 'Kris Schultz': 'Return Address', 'Twigs & Yarn': 'Lend A Hand', 'Crisman': 'Icee Blue', 'Amy Cook': 'Get It RIght', 'Suzanna Choffel': 'Archer', 'Crooks': 'River Road', 'Wine And Revolution': 'Trees', 'Butch Hancock': 'Chase', 'Lucinda Williams': 'Lonely girls', 'Keanu Reef': 'Central Texas Surf', 'Roky Erickson': 'Two Headed Dog', 'Sara Hickman': 'Tasty Sweet', 'Andrea Dawson': ""You Just Can't Get It Sittin' Down"", 'Joe King Carrasco': 'Pachuco Hop', 'Bob Schneider': 'Let The Light In', 'Michael Martin Murphey': ""Geronimo's Cadillac"", ""Mo' Debly"": 'Element', 'Jon Langford': ""Hell's Roof"", 'Jimmy LaFave': 'Desperate Men Do Desperate Things', 'My Exotic Other': 'My Exotic Other', 'Ronnie Lane': 'Kuschty Rye'}"
Friday,8am - 9am,Here Comes Sunshine,2022-02-11,"{'The Grateful Dead': 'Mountains Of The Moon [Live 2/27/69 Fillmore West]', 'Grateful Dead': 'Terrapin Station > Estimated Prophet > Eyes of the World [Live 5/26/77 Baltimore Civic Center]'}"
Friday,9am - 11am,Pearl's General Store,2022-02-11,"{'Arkey Blue': ""She's On Her Way Out"", 'Norma Jean': ""Don't Let The Doorknob Hit You"", 'Wynn Stewart': ""Wishful Thinkin'"", 'Bonnie Owens': 'Souvenirs', 'BR': '549', 'Eleven Hundred Springs': 'Gone Crazy Blues', 'Tammy Wynette': 'Lonely Days', 'Faron Young': 'My Friend On The Right', 'Billy Mize': 'California Is Just Mississippi', 'Jeannie C. Riley': 'Rotten Apple Blues', ""Cowboy's & Indians"": 'Big Man', 'Jody Nix': 'Play Me Something I Can Swing To', 'John Howie Jr. & The Rosewood Bluff': 'Handful Of Heartaches', 'Robert Duvall': ""I've Decided To Leave Here Forever"", 'Carl Perkins': 'If I Could Come Back', 'Brian Houser': ""Cryin' Again"", ""Marti' Brom"": 'Mascara Tears', 'Danni Leigh': 'House Of Pain', 'Grayson Capps': 'Waterhole Branch', 'Ivas John': 'Roll Mississippi', 'Patty Griffin': ""You'll Remember"", 'Robyn Ludwick with Shannon McNally': 'Lake Charles', 'Amanda Anne Platt & The Honeycutters': '500 Pieces', 'Chuck Mead': 'A Long Time Ago', 'Noel McKay & Brennen Leigh': 'Obsolete', 'Nick Curran': 'Come Back', 'Sturgill Simpson': 'Tennessee', 'Brian Keane': 'Piece Of Me', 'Susanna Van Tassel': 'Closing Time', 'The Bellfuries': 'Under The Light of The Moon', 'Hot Texas Swing Band': 'Devil On My Tail', 'The Mavericks': 'All Over Again', 'Dinah Washington': ""Something's Gotta Give"", 'Louis Armstrong': 'I Got Rhythm'}"
Friday,11am - 12pm,Channel Surfing,2022-02-11,"{'Ben Buck & BoomBaptist': 'Intro', 'Harry & Emmy': 'Starseeds', 'Color Green': 'High and Low', 'Oog Bogo': 'Culprit', 'John Williams & London Symphony Orchestra': 'Cantina Band', '3Stars': 'Jersey Slide Pt. 1', 'Willie Griffin': ""Where There's Smoke There's Fire"", '_tarolin': 'Hot Rock', 'Scattered Purgatory': 'Thee Ancestral Glistening Tai', 'Conehead': 'Naima', 'queen james': 'Johnny Depp Theme Song', 'Prairie WWWW': 'Formosan Dream', 'Unspecified': 'Band Playing for Wezak', 'Mong Tong': 'Minyo Pop', 'rohan mills': 'ROUND ABOUT', 'Blackrock': 'Blackrock ""Yeah, Yeah""', 'Blakroc, Jim Jones & Mos Def': ""Ain't Nothing Like You"", 'Jeff Hart & the Ruins': 'Theme from the Hollow Men'}"
Friday,12pm - 1pm,The Africa Express,2022-02-11,"{'Bahta Bebre': 'Heywet', 'Ernest Honny': 'Odo Mframa', 'Wells Fargo': 'Watch Out', 'Joss Henri': 'Apollo Pop 75', 'Black Masters Band': 'Wonnin a Bisa', 'Bola Johnson': 'Somebody Find Me Trouble', 'Ekambi Brillant': 'Massoma', 'Prince Nico Mbarga & Rocafil Jazz International': 'Sickness', 'Ali Mohammed Birra': 'Waa silleen indararuu', 'W.I.T.C.H.': 'Lazy Bones', 'Teta Lando': 'Angolano Segue em Frente'}"
Friday,3pm - 3:30pm,Bloodstains From The Grave,2022-02-11,"{'The Sunsets': 'I Want Love', 'The Passengers': 'Blind Night Out', 'Beaver and The Trappers': ""Happiness Is Havin'"", 'Dr. Know': 'Darkness', 'The Moving Sidewalks': 'Every Night A New Surprise', ""Legionnaire's Disease"": 'Placebo World', 'The Concepts': 'Faces Come,Feelings Go', 'The Fleshtones': 'Hit Me', 'The Revelons': 'The Way'}"
Friday,4:30pm - 6pm,This Great White North,2022-02-11,"{'Mystery Machine': 'Japanese Dads', 'Shadowy Men On a Shadowy Planet': 'Having an Average Weekend', 'Envy of None': 'Liar', 'Makk Mikkael': 'Favorite Liar', 'Grimes': 'Shinigami Eyes', 'Germany Germany': 'Highways', 'Basement Revolver': 'Circles', 'SUGARFUNGUS': 'Play Dead', 'Adrian Mars': 'Solo Party', 'Tennyson King': ""It Ain't Easy"", 'Gavin Froome': 'Closer to Leaving', 'The Fake Friends': 'Mile End', 'NOBRO': 'Bye Bye Baby', 'Seven Nines and Tens': 'Throwing Rocks at Mediocrity', 'Broken Social Scene': ""Cranley's Gonna Make It"", 'Tess Parks': 'Happy Birthday Forever', 'Sauna': 'Only Luck', 'Jackie': 'Love to Give', 'Dear Rouge': 'Small Talk', 'Leif Vollebekk': ""I'm Not Your Lover"", 'Shred Kelly': 'Take Me Home', 'Johnny Payne': 'Still In Line', 'The Hylozoists': 'If Only Your Heart Was a Major Sixth', 'Kingfisher': 'Radio City', 'Ducks Ltd.': 'Sheets of Grey', 'Dante Matas': 'Catching Up With You', 'Mid Atlantic': ""Let's Just Leave It"", 'Jordan Klassen': 'Niko', 'Simple Circuit': 'Get Hid'}"
